date,name,category,value
2020-02-13,Hunan,Hunan,968
2020-02-14,Hunan,Hunan,988
2020-02-15,Hunan,Hunan,1001
2020-02-16,Hunan,Hunan,1004
2020-02-17,Hunan,Hunan,1006
2020-02-18,Hunan,Hunan,1007
2020-02-19,Hunan,Hunan,1008
2020-02-20,Hunan,Hunan,1010
2020-02-21,Hunan,Hunan,1011
2020-02-22,Hunan,Hunan,1013
2020-02-23,Hunan,Hunan,1016
2020-02-24,Hunan,Hunan,1016
2020-02-25,Hunan,Hunan,1016
2020-02-26,Hunan,Hunan,1016
2020-02-27,Hunan,Hunan,1017
2020-02-28,Hunan,Hunan,1017
2020-02-29,Hunan,Hunan,1018
2020-03-01,Hunan,Hunan,1018
2020-03-02,Hunan,Hunan,1018
2020-03-03,Hunan,Hunan,1018
2020-03-04,Hunan,Hunan,1018
2020-03-05,Hunan,Hunan,1018
2020-03-06,Hunan,Hunan,1018
2020-03-07,Hunan,Hunan,1018
2020-03-08,Hunan,Hunan,1018
2020-03-09,Hunan,Hunan,1018
2020-03-10,Hunan,Hunan,1018
2020-03-11,Hunan,Hunan,1018
2020-03-12,Hunan,Hunan,1018
2020-01-22,Inner Mongolia,Inner Mongolia,0
2020-01-23,Inner Mongolia,Inner Mongolia,0
2020-01-24,Inner Mongolia,Inner Mongolia,1
2020-01-25,Inner Mongolia,Inner Mongolia,7
2020-01-26,Inner Mongolia,Inner Mongolia,7
2020-01-27,Inner Mongolia,Inner Mongolia,11
2020-01-28,Inner Mongolia,Inner Mongolia,15
2020-01-29,Inner Mongolia,Inner Mongolia,16
2020-01-30,Inner Mongolia,Inner Mongolia,19
2020-01-31,Inner Mongolia,Inner Mongolia,20
2020-02-01,Inner Mongolia,Inner Mongolia,23
2020-02-02,Inner Mongolia,Inner Mongolia,27
2020-02-03,Inner Mongolia,Inner Mongolia,34
2020-02-04,Inner Mongolia,Inner Mongolia,35
2020-02-05,Inner Mongolia,Inner Mongolia,42
2020-02-06,Inner Mongolia,Inner Mongolia,46
2020-02-07,Inner Mongolia,Inner Mongolia,50
2020-02-08,Inner Mongolia,Inner Mongolia,52
2020-02-09,Inner Mongolia,Inner Mongolia,54
2020-02-10,Inner Mongolia,Inner Mongolia,58
2020-02-11,Inner Mongolia,Inner Mongolia,58
2020-02-12,Inner Mongolia,Inner Mongolia,60
2020-02-13,Inner Mongolia,Inner Mongolia,61
2020-02-14,Inner Mongolia,Inner Mongolia,65
2020-02-15,Inner Mongolia,Inner Mongolia,68
2020-02-16,Inner Mongolia,Inner Mongolia,70
2020-02-17,Inner Mongolia,Inner Mongolia,72
2020-02-18,Inner Mongolia,Inner Mongolia,73
2020-02-19,Inner Mongolia,Inner Mongolia,75
2020-02-20,Inner Mongolia,Inner Mongolia,75
2020-02-21,Inner Mongolia,Inner Mongolia,75
2020-02-22,Inner Mongolia,Inner Mongolia,75
2020-02-23,Inner Mongolia,Inner Mongolia,75
2020-02-24,Inner Mongolia,Inner Mongolia,75
2020-02-25,Inner Mongolia,Inner Mongolia,75
2020-02-26,Inner Mongolia,Inner Mongolia,75
2020-02-27,Inner Mongolia,Inner Mongolia,75
2020-02-28,Inner Mongolia,Inner Mongolia,75
2020-02-29,Inner Mongolia,Inner Mongolia,75
2020-03-01,Inner Mongolia,Inner Mongolia,75
2020-03-02,Inner Mongolia,Inner Mongolia,75
2020-03-03,Inner Mongolia,Inner Mongolia,75
2020-03-04,Inner Mongolia,Inner Mongolia,75
2020-03-05,Inner Mongolia,Inner Mongolia,75
2020-03-06,Inner Mongolia,Inner Mongolia,75
2020-03-07,Inner Mongolia,Inner Mongolia,75
2020-03-08,Inner Mongolia,Inner Mongolia,75
2020-03-09,Inner Mongolia,Inner Mongolia,75
2020-03-10,Inner Mongolia,Inner Mongolia,75
2020-03-11,Inner Mongolia,Inner Mongolia,75
2020-03-12,Inner Mongolia,Inner Mongolia,75
2020-01-22,Jiangsu,Jiangsu,1
2020-01-23,Jiangsu,Jiangsu,5
2020-01-24,Jiangsu,Jiangsu,9
2020-01-25,Jiangsu,Jiangsu,18
2020-01-26,Jiangsu,Jiangsu,33
2020-01-27,Jiangsu,Jiangsu,47
2020-01-28,Jiangsu,Jiangsu,70
2020-01-29,Jiangsu,Jiangsu,99
2020-01-30,Jiangsu,Jiangsu,129
2020-01-31,Jiangsu,Jiangsu,168
2020-02-01,Jiangsu,Jiangsu,202
2020-02-02,Jiangsu,Jiangsu,236
2020-02-03,Jiangsu,Jiangsu,271
2020-02-04,Jiangsu,Jiangsu,308
2020-02-05,Jiangsu,Jiangsu,341
2020-02-06,Jiangsu,Jiangsu,373
2020-02-07,Jiangsu,Jiangsu,408
2020-02-08,Jiangsu,Jiangsu,439
2020-02-09,Jiangsu,Jiangsu,468
2020-02-10,Jiangsu,Jiangsu,492
2020-02-11,Jiangsu,Jiangsu,515
2020-02-12,Jiangsu,Jiangsu,543
2020-02-13,Jiangsu,Jiangsu,570
2020-02-14,Jiangsu,Jiangsu,593
2020-02-15,Jiangsu,Jiangsu,604
2020-02-16,Jiangsu,Jiangsu,617
2020-02-17,Jiangsu,Jiangsu,626
2020-02-18,Jiangsu,Jiangsu,629
2020-02-19,Jiangsu,Jiangsu,631
2020-02-20,Jiangsu,Jiangsu,631
2020-02-21,Jiangsu,Jiangsu,631
2020-02-22,Jiangsu,Jiangsu,631
2020-02-23,Jiangsu,Jiangsu,631
2020-02-24,Jiangsu,Jiangsu,631
2020-02-25,Jiangsu,Jiangsu,631
2020-02-26,Jiangsu,Jiangsu,631
2020-02-27,Jiangsu,Jiangsu,631
2020-02-28,Jiangsu,Jiangsu,631
2020-02-29,Jiangsu,Jiangsu,631
2020-03-01,Jiangsu,Jiangsu,631
2020-03-02,Jiangsu,Jiangsu,631
2020-03-03,Jiangsu,Jiangsu,631
2020-03-04,Jiangsu,Jiangsu,631
2020-03-05,Jiangsu,Jiangsu,631
2020-03-06,Jiangsu,Jiangsu,631
2020-03-07,Jiangsu,Jiangsu,631
2020-03-08,Jiangsu,Jiangsu,631
2020-03-09,Jiangsu,Jiangsu,631
2020-03-10,Jiangsu,Jiangsu,631
2020-03-11,Jiangsu,Jiangsu,631
2020-03-12,Jiangsu,Jiangsu,631
2020-01-22,Jiangxi,Jiangxi,2
2020-01-23,Jiangxi,Jiangxi,7
2020-01-24,Jiangxi,Jiangxi,18
2020-01-25,Jiangxi,Jiangxi,18
2020-01-26,Jiangxi,Jiangxi,36
2020-01-27,Jiangxi,Jiangxi,72
2020-01-28,Jiangxi,Jiangxi,109
2020-01-29,Jiangxi,Jiangxi,109
2020-01-30,Jiangxi,Jiangxi,162
2020-01-31,Jiangxi,Jiangxi,240
2020-02-01,Jiangxi,Jiangxi,286
2020-02-02,Jiangxi,Jiangxi,333
2020-02-03,Jiangxi,Jiangxi,391
2020-02-04,Jiangxi,Jiangxi,476
2020-02-05,Jiangxi,Jiangxi,548
2020-02-06,Jiangxi,Jiangxi,600
2020-02-07,Jiangxi,Jiangxi,661
2020-02-08,Jiangxi,Jiangxi,698
2020-02-09,Jiangxi,Jiangxi,740
2020-02-10,Jiangxi,Jiangxi,771
2020-02-11,Jiangxi,Jiangxi,804
2020-02-12,Jiangxi,Jiangxi,844
2020-02-13,Jiangxi,Jiangxi,872
2020-02-14,Jiangxi,Jiangxi,900
2020-02-15,Jiangxi,Jiangxi,913
2020-02-16,Jiangxi,Jiangxi,925
2020-02-17,Jiangxi,Jiangxi,930
2020-02-18,Jiangxi,Jiangxi,933
2020-02-19,Jiangxi,Jiangxi,934
2020-02-20,Jiangxi,Jiangxi,934
2020-02-21,Jiangxi,Jiangxi,934
2020-02-22,Jiangxi,Jiangxi,934
2020-02-23,Jiangxi,Jiangxi,934
2020-02-24,Jiangxi,Jiangxi,934
2020-02-25,Jiangxi,Jiangxi,934
2020-02-26,Jiangxi,Jiangxi,934
2020-02-27,Jiangxi,Jiangxi,934
2020-02-28,Jiangxi,Jiangxi,935
2020-02-29,Jiangxi,Jiangxi,935
2020-03-01,Jiangxi,Jiangxi,935
2020-03-02,Jiangxi,Jiangxi,935
2020-03-03,Jiangxi,Jiangxi,935
2020-03-04,Jiangxi,Jiangxi,935
2020-03-05,Jiangxi,Jiangxi,935
2020-03-06,Jiangxi,Jiangxi,935
2020-03-07,Jiangxi,Jiangxi,935
2020-03-08,Jiangxi,Jiangxi,935
2020-03-09,Jiangxi,Jiangxi,935
2020-03-10,Jiangxi,Jiangxi,935
2020-03-11,Jiangxi,Jiangxi,935
2020-03-12,Jiangxi,Jiangxi,935
2020-01-22,Jilin,Jilin,0
2020-01-23,Jilin,Jilin,1
2020-01-24,Jilin,Jilin,3
2020-01-25,Jilin,Jilin,4
2020-01-26,Jilin,Jilin,4
2020-01-27,Jilin,Jilin,6
2020-01-28,Jilin,Jilin,8
2020-01-29,Jilin,Jilin,9
2020-01-30,Jilin,Jilin,14
2020-01-31,Jilin,Jilin,14
2020-02-01,Jilin,Jilin,17
2020-02-02,Jilin,Jilin,23
2020-02-03,Jilin,Jilin,31
2020-02-04,Jilin,Jilin,42
2020-02-05,Jilin,Jilin,54
2020-02-06,Jilin,Jilin,59
2020-02-07,Jilin,Jilin,65
2020-02-08,Jilin,Jilin,69
2020-02-09,Jilin,Jilin,78
2020-02-10,Jilin,Jilin,80
2020-02-11,Jilin,Jilin,81
2020-02-12,Jilin,Jilin,83
2020-02-13,Jilin,Jilin,84
2020-02-14,Jilin,Jilin,86
2020-02-15,Jilin,Jilin,88
2020-02-16,Jilin,Jilin,89
2020-02-17,Jilin,Jilin,89
2020-02-18,Jilin,Jilin,89
2020-02-19,Jilin,Jilin,90
2020-02-20,Jilin,Jilin,91
2020-02-21,Jilin,Jilin,91
2020-02-22,Jilin,Jilin,91
2020-02-23,Jilin,Jilin,91
2020-02-24,Jilin,Jilin,93
2020-02-25,Jilin,Jilin,93
2020-02-26,Jilin,Jilin,93
2020-02-27,Jilin,Jilin,93
2020-02-28,Jilin,Jilin,93
2020-02-29,Jilin,Jilin,93
2020-03-01,Jilin,Jilin,93
2020-03-02,Jilin,Jilin,93
2020-03-03,Jilin,Jilin,93
2020-03-04,Jilin,Jilin,93
2020-03-05,Jilin,Jilin,93
2020-03-06,Jilin,Jilin,93
2020-03-07,Jilin,Jilin,93
2020-03-08,Jilin,Jilin,93
2020-03-09,Jilin,Jilin,93
2020-03-10,Jilin,Jilin,93
2020-03-11,Jilin,Jilin,93
2020-03-12,Jilin,Jilin,93
2020-01-22,Liaoning,Liaoning,2
2020-01-23,Liaoning,Liaoning,3
2020-01-24,Liaoning,Liaoning,4
2020-01-25,Liaoning,Liaoning,17
2020-01-26,Liaoning,Liaoning,21
2020-01-27,Liaoning,Liaoning,27
2020-01-28,Liaoning,Liaoning,34
2020-01-29,Liaoning,Liaoning,39
2020-01-30,Liaoning,Liaoning,41
2020-01-31,Liaoning,Liaoning,48
2020-02-01,Liaoning,Liaoning,64
2020-02-02,Liaoning,Liaoning,70
2020-02-03,Liaoning,Liaoning,74
2020-02-04,Liaoning,Liaoning,81
2020-02-05,Liaoning,Liaoning,89
2020-02-06,Liaoning,Liaoning,94
2020-02-07,Liaoning,Liaoning,99
2020-02-08,Liaoning,Liaoning,105
2020-02-09,Liaoning,Liaoning,107
2020-02-10,Liaoning,Liaoning,108
2020-02-11,Liaoning,Liaoning,111
2020-02-12,Liaoning,Liaoning,116
2020-02-13,Liaoning,Liaoning,117
2020-02-14,Liaoning,Liaoning,119
2020-02-15,Liaoning,Liaoning,119
2020-02-16,Liaoning,Liaoning,121
2020-02-17,Liaoning,Liaoning,121
2020-02-18,Liaoning,Liaoning,121
2020-02-19,Liaoning,Liaoning,121
2020-02-20,Liaoning,Liaoning,121
2020-02-21,Liaoning,Liaoning,121
2020-02-22,Liaoning,Liaoning,121
2020-02-23,Liaoning,Liaoning,121
2020-02-24,Liaoning,Liaoning,121
2020-02-25,Liaoning,Liaoning,121
2020-02-26,Liaoning,Liaoning,121
2020-02-27,Liaoning,Liaoning,121
2020-02-28,Liaoning,Liaoning,121
2020-02-29,Liaoning,Liaoning,121
2020-03-01,Liaoning,Liaoning,122
2020-03-02,Liaoning,Liaoning,122
2020-03-03,Liaoning,Liaoning,125
2020-03-04,Liaoning,Liaoning,125
2020-03-05,Liaoning,Liaoning,125
2020-03-06,Liaoning,Liaoning,125
2020-03-07,Liaoning,Liaoning,125
2020-03-08,Liaoning,Liaoning,125
2020-03-09,Liaoning,Liaoning,125
2020-03-10,Liaoning,Liaoning,125
2020-03-11,Liaoning,Liaoning,125
2020-03-12,Liaoning,Liaoning,125
2020-01-22,Macau,Macau,1
2020-01-23,Macau,Macau,2
2020-01-24,Macau,Macau,2
2020-01-25,Macau,Macau,2
2020-01-26,Macau,Macau,5
2020-01-27,Macau,Macau,6
2020-01-28,Macau,Macau,7
2020-01-29,Macau,Macau,7
2020-01-30,Macau,Macau,7
2020-01-31,Macau,Macau,7
2020-02-01,Macau,Macau,7
2020-02-02,Macau,Macau,8
2020-02-03,Macau,Macau,8
2020-02-04,Macau,Macau,10
2020-02-05,Macau,Macau,10
2020-02-06,Macau,Macau,10
2020-02-07,Macau,Macau,10
2020-02-08,Macau,Macau,10
2020-02-09,Macau,Macau,10
2020-02-10,Macau,Macau,10
2020-02-11,Macau,Macau,10
2020-02-12,Macau,Macau,10
2020-02-13,Macau,Macau,10
2020-02-14,Macau,Macau,10
2020-02-15,Macau,Macau,10
2020-02-16,Macau,Macau,10
2020-02-17,Macau,Macau,10
2020-02-18,Macau,Macau,10
2020-02-19,Macau,Macau,10
2020-02-20,Macau,Macau,10
2020-02-21,Macau,Macau,10
2020-02-22,Macau,Macau,10
2020-02-23,Macau,Macau,10
2020-02-24,Macau,Macau,10
2020-02-25,Macau,Macau,10
2020-02-26,Macau,Macau,10
2020-02-27,Macau,Macau,10
2020-02-28,Macau,Macau,10
2020-02-29,Macau,Macau,10
2020-03-01,Macau,Macau,10
2020-03-02,Macau,Macau,10
2020-03-03,Macau,Macau,10
2020-03-04,Macau,Macau,10
2020-03-05,Macau,Macau,10
2020-03-06,Macau,Macau,10
2020-03-07,Macau,Macau,10
2020-03-08,Macau,Macau,10
2020-03-09,Macau,Macau,10
2020-03-10,Macau,Macau,10
2020-03-11,Macau,Macau,10
2020-03-12,Macau,Macau,10
2020-01-22,Ningxia,Ningxia,1
2020-01-23,Ningxia,Ningxia,1
2020-01-24,Ningxia,Ningxia,2
2020-01-25,Ningxia,Ningxia,3
2020-01-26,Ningxia,Ningxia,4
2020-01-27,Ningxia,Ningxia,7
2020-01-28,Ningxia,Ningxia,11
2020-01-29,Ningxia,Ningxia,12
2020-01-30,Ningxia,Ningxia,17
2020-01-31,Ningxia,Ningxia,21
2020-02-01,Ningxia,Ningxia,26
2020-02-02,Ningxia,Ningxia,28
2020-02-03,Ningxia,Ningxia,31
2020-02-04,Ningxia,Ningxia,34
2020-02-05,Ningxia,Ningxia,34
2020-02-06,Ningxia,Ningxia,40
2020-02-07,Ningxia,Ningxia,43
2020-02-08,Ningxia,Ningxia,45
2020-02-09,Ningxia,Ningxia,45
2020-02-10,Ningxia,Ningxia,49
2020-02-11,Ningxia,Ningxia,53
2020-02-12,Ningxia,Ningxia,58
2020-02-13,Ningxia,Ningxia,64
2020-02-14,Ningxia,Ningxia,67
2020-02-15,Ningxia,Ningxia,70
2020-02-16,Ningxia,Ningxia,70
2020-02-17,Ningxia,Ningxia,70
2020-02-18,Ningxia,Ningxia,70
2020-02-19,Ningxia,Ningxia,71
2020-02-20,Ningxia,Ningxia,71
2020-02-21,Ningxia,Ningxia,71
2020-02-22,Ningxia,Ningxia,71
2020-02-23,Ningxia,Ningxia,71
2020-02-24,Ningxia,Ningxia,71
2020-02-25,Ningxia,Ningxia,71
2020-02-26,Ningxia,Ningxia,71
2020-02-27,Ningxia,Ningxia,72
2020-02-28,Ningxia,Ningxia,72
2020-02-29,Ningxia,Ningxia,73
2020-03-01,Ningxia,Ningxia,73
2020-03-02,Ningxia,Ningxia,74
2020-03-03,Ningxia,Ningxia,74
2020-03-04,Ningxia,Ningxia,75
2020-03-05,Ningxia,Ningxia,75
2020-03-06,Ningxia,Ningxia,75
2020-03-07,Ningxia,Ningxia,75
2020-03-08,Ningxia,Ningxia,75
2020-03-09,Ningxia,Ningxia,75
2020-03-10,Ningxia,Ningxia,75
2020-03-11,Ningxia,Ningxia,75
2020-03-12,Ningxia,Ningxia,75
2020-01-22,Qinghai,Qinghai,0
2020-01-23,Qinghai,Qinghai,0
2020-01-24,Qinghai,Qinghai,0
2020-01-25,Qinghai,Qinghai,1
2020-01-26,Qinghai,Qinghai,1
2020-01-27,Qinghai,Qinghai,6
2020-01-28,Qinghai,Qinghai,6
2020-01-29,Qinghai,Qinghai,6
2020-01-30,Qinghai,Qinghai,8
2020-01-31,Qinghai,Qinghai,8
2020-02-01,Qinghai,Qinghai,9
2020-02-02,Qinghai,Qinghai,11
2020-02-03,Qinghai,Qinghai,13
2020-02-04,Qinghai,Qinghai,15
2020-02-05,Qinghai,Qinghai,17
2020-02-06,Qinghai,Qinghai,18
2020-02-07,Qinghai,Qinghai,18
2020-02-08,Qinghai,Qinghai,18
2020-02-09,Qinghai,Qinghai,18
2020-02-10,Qinghai,Qinghai,18
2020-02-11,Qinghai,Qinghai,18
2020-02-12,Qinghai,Qinghai,18
2020-02-13,Qinghai,Qinghai,18
2020-02-14,Qinghai,Qinghai,18
2020-02-15,Qinghai,Qinghai,18
2020-02-16,Qinghai,Qinghai,18
2020-02-17,Qinghai,Qinghai,18
2020-02-18,Qinghai,Qinghai,18
2020-02-19,Qinghai,Qinghai,18
2020-02-20,Qinghai,Qinghai,18
2020-02-21,Qinghai,Qinghai,18
2020-02-22,Qinghai,Qinghai,18
2020-02-23,Qinghai,Qinghai,18
2020-02-24,Qinghai,Qinghai,18
2020-02-25,Qinghai,Qinghai,18
2020-02-26,Qinghai,Qinghai,18
2020-02-27,Qinghai,Qinghai,18
2020-02-28,Qinghai,Qinghai,18
2020-02-29,Qinghai,Qinghai,18
2020-03-01,Qinghai,Qinghai,18
2020-03-02,Qinghai,Qinghai,18
2020-03-03,Qinghai,Qinghai,18
2020-03-04,Qinghai,Qinghai,18
2020-03-05,Qinghai,Qinghai,18
2020-03-06,Qinghai,Qinghai,18
2020-03-07,Qinghai,Qinghai,18
2020-03-08,Qinghai,Qinghai,18
2020-03-09,Qinghai,Qinghai,18
2020-03-10,Qinghai,Qinghai,18
2020-03-11,Qinghai,Qinghai,18
2020-03-12,Qinghai,Qinghai,18
2020-01-22,Shaanxi,Shaanxi,0
2020-01-23,Shaanxi,Shaanxi,3
2020-01-24,Shaanxi,Shaanxi,5
2020-01-25,Shaanxi,Shaanxi,15
2020-01-26,Shaanxi,Shaanxi,22
2020-01-27,Shaanxi,Shaanxi,35
2020-01-28,Shaanxi,Shaanxi,46
2020-01-29,Shaanxi,Shaanxi,56
2020-01-30,Shaanxi,Shaanxi,63
2020-01-31,Shaanxi,Shaanxi,87
2020-02-01,Shaanxi,Shaanxi,101
2020-02-02,Shaanxi,Shaanxi,116
2020-02-03,Shaanxi,Shaanxi,128
2020-02-04,Shaanxi,Shaanxi,142
2020-02-05,Shaanxi,Shaanxi,165
2020-02-06,Shaanxi,Shaanxi,173
2020-02-07,Shaanxi,Shaanxi,184
2020-02-08,Shaanxi,Shaanxi,195
2020-02-09,Shaanxi,Shaanxi,208
2020-02-10,Shaanxi,Shaanxi,213
2020-02-11,Shaanxi,Shaanxi,219
2020-02-12,Shaanxi,Shaanxi,225
2020-02-13,Shaanxi,Shaanxi,229
2020-02-14,Shaanxi,Shaanxi,230
2020-02-15,Shaanxi,Shaanxi,232
2020-02-16,Shaanxi,Shaanxi,236
2020-02-17,Shaanxi,Shaanxi,240
2020-02-18,Shaanxi,Shaanxi,240
2020-02-19,Shaanxi,Shaanxi,242
2020-02-20,Shaanxi,Shaanxi,245
2020-02-21,Shaanxi,Shaanxi,245
2020-02-22,Shaanxi,Shaanxi,245
2020-02-23,Shaanxi,Shaanxi,245
2020-02-24,Shaanxi,Shaanxi,245
2020-02-25,Shaanxi,Shaanxi,245
2020-02-26,Shaanxi,Shaanxi,245
2020-02-27,Shaanxi,Shaanxi,245
2020-02-28,Shaanxi,Shaanxi,245
2020-02-29,Shaanxi,Shaanxi,245
2020-03-01,Shaanxi,Shaanxi,245
2020-03-02,Shaanxi,Shaanxi,245
2020-03-03,Shaanxi,Shaanxi,245
2020-03-04,Shaanxi,Shaanxi,245
2020-03-05,Shaanxi,Shaanxi,245
2020-03-06,Shaanxi,Shaanxi,245
2020-03-07,Shaanxi,Shaanxi,245
2020-03-08,Shaanxi,Shaanxi,245
2020-03-09,Shaanxi,Shaanxi,245
2020-03-10,Shaanxi,Shaanxi,245
2020-03-11,Shaanxi,Shaanxi,245
2020-03-12,Shaanxi,Shaanxi,245
2020-01-22,Shandong,Shandong,2
2020-01-23,Shandong,Shandong,6
2020-01-24,Shandong,Shandong,15
2020-01-25,Shandong,Shandong,27
2020-01-26,Shandong,Shandong,46
2020-01-27,Shandong,Shandong,75
2020-01-28,Shandong,Shandong,95
2020-01-29,Shandong,Shandong,130
2020-01-30,Shandong,Shandong,158
2020-01-31,Shandong,Shandong,184
2020-02-01,Shandong,Shandong,206
2020-02-02,Shandong,Shandong,230
2020-02-03,Shandong,Shandong,259
2020-02-04,Shandong,Shandong,275
2020-02-05,Shandong,Shandong,307
2020-02-06,Shandong,Shandong,347
2020-02-07,Shandong,Shandong,386
2020-02-08,Shandong,Shandong,416
2020-02-09,Shandong,Shandong,444
2020-02-10,Shandong,Shandong,466
2020-02-11,Shandong,Shandong,487
2020-02-12,Shandong,Shandong,497
2020-02-13,Shandong,Shandong,509
2020-02-14,Shandong,Shandong,523
2020-02-15,Shandong,Shandong,532
2020-02-16,Shandong,Shandong,537
2020-02-17,Shandong,Shandong,541
2020-02-18,Shandong,Shandong,543
2020-02-19,Shandong,Shandong,544
2020-02-20,Shandong,Shandong,546
2020-02-21,Shandong,Shandong,749
2020-02-22,Shandong,Shandong,750
2020-02-23,Shandong,Shandong,754
2020-02-24,Shandong,Shandong,755
2020-02-25,Shandong,Shandong,756
2020-02-26,Shandong,Shandong,756
2020-02-27,Shandong,Shandong,756
2020-02-28,Shandong,Shandong,756
2020-02-29,Shandong,Shandong,756
2020-03-01,Shandong,Shandong,758
2020-03-02,Shandong,Shandong,758
2020-03-03,Shandong,Shandong,758
2020-03-04,Shandong,Shandong,758
2020-03-05,Shandong,Shandong,758
2020-03-06,Shandong,Shandong,758
2020-03-07,Shandong,Shandong,758
2020-03-08,Shandong,Shandong,758
2020-03-09,Shandong,Shandong,758
2020-03-10,Shandong,Shandong,758
2020-03-11,Shandong,Shandong,760
2020-03-12,Shandong,Shandong,760
2020-01-22,Shanghai,Shanghai,9
2020-01-23,Shanghai,Shanghai,16
2020-01-24,Shanghai,Shanghai,20
2020-01-25,Shanghai,Shanghai,33
2020-01-26,Shanghai,Shanghai,40
2020-01-27,Shanghai,Shanghai,53
2020-01-28,Shanghai,Shanghai,66
2020-01-29,Shanghai,Shanghai,96
2020-01-30,Shanghai,Shanghai,112
2020-01-31,Shanghai,Shanghai,135
2020-02-01,Shanghai,Shanghai,169
2020-02-02,Shanghai,Shanghai,182
2020-02-03,Shanghai,Shanghai,203
2020-02-04,Shanghai,Shanghai,219
2020-02-05,Shanghai,Shanghai,243
2020-02-06,Shanghai,Shanghai,257
2020-02-07,Shanghai,Shanghai,277
2020-02-08,Shanghai,Shanghai,286
2020-02-09,Shanghai,Shanghai,293
2020-02-10,Shanghai,Shanghai,299
2020-02-11,Shanghai,Shanghai,303
2020-02-12,Shanghai,Shanghai,311
2020-02-13,Shanghai,Shanghai,315
2020-02-14,Shanghai,Shanghai,318
2020-02-15,Shanghai,Shanghai,326
2020-02-16,Shanghai,Shanghai,328
2020-02-17,Shanghai,Shanghai,333
2020-02-18,Shanghai,Shanghai,333
2020-02-19,Shanghai,Shanghai,333
2020-02-20,Shanghai,Shanghai,334
2020-02-21,Shanghai,Shanghai,334
2020-02-22,Shanghai,Shanghai,335
2020-02-23,Shanghai,Shanghai,335
2020-02-24,Shanghai,Shanghai,335
2020-02-25,Shanghai,Shanghai,336
2020-02-26,Shanghai,Shanghai,337
2020-02-27,Shanghai,Shanghai,337
2020-02-28,Shanghai,Shanghai,337
2020-02-29,Shanghai,Shanghai,337
2020-03-01,Shanghai,Shanghai,337
2020-03-02,Shanghai,Shanghai,337
2020-03-03,Shanghai,Shanghai,338
2020-03-04,Shanghai,Shanghai,338
2020-03-05,Shanghai,Shanghai,339
2020-03-06,Shanghai,Shanghai,342
2020-03-07,Shanghai,Shanghai,342
2020-03-08,Shanghai,Shanghai,342
2020-03-09,Shanghai,Shanghai,342
2020-03-10,Shanghai,Shanghai,344
2020-03-11,Shanghai,Shanghai,344
2020-03-12,Shanghai,Shanghai,344
2020-01-22,Shanxi,Shanxi,1
2020-01-23,Shanxi,Shanxi,1
2020-01-24,Shanxi,Shanxi,1
2020-01-25,Shanxi,Shanxi,6
2020-01-26,Shanxi,Shanxi,9
2020-01-27,Shanxi,Shanxi,13
2020-01-28,Shanxi,Shanxi,27
2020-01-29,Shanxi,Shanxi,27
2020-01-30,Shanxi,Shanxi,35
2020-01-31,Shanxi,Shanxi,39
2020-02-01,Shanxi,Shanxi,47
2020-02-02,Shanxi,Shanxi,66
2020-02-03,Shanxi,Shanxi,74
2020-02-04,Shanxi,Shanxi,81
2020-02-05,Shanxi,Shanxi,81
2020-02-06,Shanxi,Shanxi,96
2020-02-07,Shanxi,Shanxi,104
2020-02-08,Shanxi,Shanxi,115
2020-02-09,Shanxi,Shanxi,119
2020-02-10,Shanxi,Shanxi,119
2020-02-11,Shanxi,Shanxi,124
2020-02-12,Shanxi,Shanxi,126
2020-02-13,Shanxi,Shanxi,126
2020-02-14,Shanxi,Shanxi,127
2020-02-15,Shanxi,Shanxi,128
2020-02-16,Shanxi,Shanxi,129
2020-02-17,Shanxi,Shanxi,130
2020-02-18,Shanxi,Shanxi,131
2020-02-19,Shanxi,Shanxi,131
2020-02-20,Shanxi,Shanxi,132
2020-02-21,Shanxi,Shanxi,132
2020-02-22,Shanxi,Shanxi,132
2020-02-23,Shanxi,Shanxi,132
2020-02-24,Shanxi,Shanxi,133
2020-02-25,Shanxi,Shanxi,133
2020-02-26,Shanxi,Shanxi,133
2020-02-27,Shanxi,Shanxi,133
2020-02-28,Shanxi,Shanxi,133
2020-02-29,Shanxi,Shanxi,133
2020-03-01,Shanxi,Shanxi,133
2020-03-02,Shanxi,Shanxi,133
2020-03-03,Shanxi,Shanxi,133
2020-03-04,Shanxi,Shanxi,133
2020-03-05,Shanxi,Shanxi,133
2020-03-06,Shanxi,Shanxi,133
2020-03-07,Shanxi,Shanxi,133
2020-03-08,Shanxi,Shanxi,133
2020-03-09,Shanxi,Shanxi,133
2020-03-10,Shanxi,Shanxi,133
2020-03-11,Shanxi,Shanxi,133
2020-03-12,Shanxi,Shanxi,133
2020-01-22,Sichuan,Sichuan,5
2020-01-23,Sichuan,Sichuan,8
2020-01-24,Sichuan,Sichuan,15
2020-01-25,Sichuan,Sichuan,28
2020-01-26,Sichuan,Sichuan,44
2020-01-27,Sichuan,Sichuan,69
2020-01-28,Sichuan,Sichuan,90
2020-01-29,Sichuan,Sichuan,108
2020-01-30,Sichuan,Sichuan,142
2020-01-31,Sichuan,Sichuan,177
2020-02-01,Sichuan,Sichuan,207
2020-02-02,Sichuan,Sichuan,231
2020-02-03,Sichuan,Sichuan,254
2020-02-04,Sichuan,Sichuan,282
2020-02-05,Sichuan,Sichuan,301
2020-02-06,Sichuan,Sichuan,321
2020-02-07,Sichuan,Sichuan,344
